   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, Bubble_cmp, Bubble_swaps, Bubble_time, Merge_cmp, Merge_swaps, Merge_time
 662,        109218,          107903,            226,     24687,        1693,         53,     437581,       107903,         365,     21260,        6258,         89
 663,        109430,          108113,            225,     24593,        1665,         52,     438905,       108113,         370,     21335,        6269,        115
 664,        109883,          108564,            230,     24943,        1688,         53,     440231,       108564,         369,     21301,        6280,         84
 665,        109922,          108601,            227,     23855,        1692,         53,     441559,       108601,         377,     21339,        6291,        100
 666,        110026,          108703,            246,     24213,        1703,         54,     442889,       108703,         373,     21351,        6302,         83
 667,        110506,          109181,            228,     25195,        1689,         54,     444221,       109181,         391,     21411,        6313,         84
 668,        110616,          109289,            265,     23760,        1744,         53,     445555,       109289,         412,     21535,        6324,         95
 669,        110798,          109469,            233,     24738,        1710,         54,     446891,       109469,         373,     21560,        6335,         83
 670,        111401,          110070,            256,     24321,        1714,         53,     448229,       110070,         401,     21572,        6346,         94
 671,        111539,          110206,            229,     24056,        1755,         54,     449569,       110206,         405,     21624,        6357,         83
 672,        111915,          110580,            231,     23405,        1752,         53,     450911,       110580,         376,     21676,        6368,         89
 673,        112289,          110952,            231,     24642,        1745,         54,     452255,       110952,         380,     21707,        6379,         84
 674,        112411,          111072,            236,     25240,        1721,         55,     453601,       111072,         397,     21737,        6390,         85
 675,        112447,          111106,            230,     26595,        1722,         57,     454949,       111106,         384,     21775,        6401,         84
 676,        112449,          111106,            231,     24036,        1742,         55,     456299,       111106,         384,     21798,        6412,         85
 677,        112803,          111458,            232,     25101,        1726,         55,     457651,       111458,         382,     21833,        6423,        105
 678,        112972,          111625,            231,     24864,        1741,         56,     459005,       111625,         383,     21865,        6434,         84
 679,        113050,          111701,            331,     24794,        1745,         55,     460361,       111701,         384,     21941,        6445,         85
 680,        113474,          112123,            233,     24361,        1753,         63,     461719,       112123,         386,     21931,        6456,         87
 681,        114101,          112748,            234,     24428,        1759,         55,     463079,       112748,         395,     21947,        6467,         86
 682,        114644,          113289,            236,     24227,        1784,         55,     464441,       113289,         454,     22000,        6478,         87
 683,        114754,          113397,            235,     23605,        1782,         54,     465805,       113397,         386,     22042,        6489,         85
 684,        115322,          113963,            267,     25321,        1741,         55,     467171,       113963,         393,     22086,        6500,         98
 685,        115446,          114085,            251,     25834,        1778,         58,     468539,       114085,         389,     22155,        6511,         85
 686,        115638,          114275,            237,     26336,        1749,         98,     469909,       114275,         410,     22214,        6522,         87
 687,        115781,          114416,            238,     24241,        1808,         56,     471281,       114416,         433,     22163,        6533,         86
 688,        116199,          114832,            238,     24663,        1810,         56,     472655,       114832,         402,     22213,        6544,         88
 689,        116556,          115187,            240,     26649,        1796,         56,     474031,       115187,         393,     22253,        6555,         93
 690,        116574,          115203,            241,     25370,        1784,         56,     475409,       115203,         396,     22310,        6566,         86
 691,        116653,          115280,            249,     24977,        1777,         56,     476789,       115280,         398,     22373,        6577,         91
 692,        117222,          115847,            241,     25778,        1792,         56,     478171,       115847,         423,     22411,        6588,         88
 693,        117319,          115942,            243,     24754,        1810,         55,     479555,       115942,         467,     22415,        6599,         86
 694,        117924,          116545,            242,     24777,        1800,         56,     480941,       116545,         409,     22442,        6610,         87
 695,        118340,          116959,            244,     27340,        1769,         57,     482329,       116959,         397,     22496,        6621,        105
 696,        118368,          116985,            246,     27086,        1782,         56,     483719,       116985,         401,     22511,        6632,         88
 697,        118425,          117040,            248,     24933,        1834,         55,     485111,       117040,         406,     22565,        6643,         88
 698,        118895,          117508,            247,     25661,        1774,         57,     486505,       117508,         441,     22605,        6654,        101
 699,        119027,          117638,            245,     25244,        1800,         65,     487901,       117638,         435,     22683,        6665,         87
 700,        119305,          117914,            244,     25747,        1821,         56,     489299,       117914,         466,     22678,        6676,         89
 701,        119408,          118015,            246,     25610,        1781,         57,     490699,       118015,         413,     22698,        6687,         87
 702,        119440,          118045,            255,     25476,        1859,         57,     492101,       118045,         413,     22775,        6698,         88
 703,        119804,          118407,            247,     26149,        1780,         58,     493505,       118407,         411,     22838,        6709,         88
 704,        119972,          118573,            247,     25065,        1831,         57,     494911,       118573,         410,     22833,        6720,         89
 705,        120199,          118798,            253,     24485,        1846,         57,     496319,       118798,         410,     22871,        6731,         94
 706,        120754,          119351,            248,     24823,        1820,         89,     497729,       119351,         629,     22912,        6742,        109
 707,        121257,          119852,            285,     27222,        1825,        147,     499141,       119852,         600,     22915,        6753,        128
 708,        121954,          120547,            289,     25651,        1808,         80,     500555,       120547,         633,     23002,        6764,        115
 709,        122575,          121166,            291,     26322,        1812,         78,     501971,       121166,         607,     23053,        6775,        116
 710,        122701,          121290,            284,     25485,        1834,         98,     503389,       121290,         601,     23040,        6786,        118
 711,        122788,          121375,            283,     26037,        1858,        109,     504809,       121375,         665,     23089,        6797,        126
 712,        122798,          121383,            279,     26758,        1835,        101,     506231,       121383,         576,     23098,        6808,        124
 713,        122824,          121407,            344,     25498,        1906,        102,     507655,       121407,         610,     23115,        6819,        116
 714,        122850,          121431,            284,     26796,        1820,         85,     509081,       121431,         667,     23181,        6830,        115
 715,        123353,          121932,            291,     26679,        1815,         77,     510509,       121932,         538,     23215,        6841,         92
 716,        124002,          122579,            254,     25622,        1849,         57,     511939,       122579,         459,     23242,        6852,         92
 717,        124402,          122977,            255,     29038,        1825,         59,     513371,       122977,         486,     23315,        6863,         96
 718,        125046,          123619,            258,     25760,        1884,         61,     514805,       123619,         452,     23346,        6874,         98
 719,        125159,          123730,            257,     26031,        1875,         57,     516241,       123730,         437,     23372,        6885,         91
 720,        125332,          123901,            257,     26496,        1855,         57,     517679,       123901,         429,     23385,        6896,        103
 721,        125905,          124472,            260,     26476,        1849,         58,     519119,       124472,         429,     23426,        6907,         95
 722,        126442,          125007,            259,     26153,        1857,         59,     520561,       125007,         433,     23457,        6918,         91
 723,        126531,          125094,            271,     26997,        1856,         59,     522005,       125094,         435,     23533,        6929,         91
 724,        126997,          125558,            267,     25541,        1860,         58,     523451,       125558,         481,     23546,        6940,         93
 725,        127254,          125813,            300,     26072,        1873,         66,     524899,       125813,         445,     23560,        6951,         93
 726,        127804,          126361,            263,     25919,        1867,         80,     526349,       126361,         471,     23609,        6962,         93
 727,        128337,          126892,            269,     26131,        1883,         81,     527801,       126892,         444,     23634,        6973,         93
 728,        128371,          126924,            268,     26450,        1882,         60,     529255,       126924,         443,     23754,        6984,         94
 729,        129031,          127582,            265,     25894,        1896,         58,     530711,       127582,         466,     23804,        6995,         93
 730,        129411,          127960,            265,     27143,        1884,         59,     532169,       127960,         446,     23812,        7006,        104
 731,        129956,          128503,            337,     26117,        1912,         70,     533629,       128503,         537,     23838,        7017,        101
 732,        130186,          128731,            309,     26403,        1899,         89,     535091,       128731,         638,     23892,        7028,        147
 733,        130733,          129276,            337,     27567,        1898,         65,     536555,       129276,         645,     23923,        7039,        100
 734,        131001,          129542,            275,     27096,        1895,         61,     538021,       129542,         681,     23938,        7050,        135
 735,        131187,          129726,            319,     25956,        1929,         97,     539489,       129726,         945,     24011,        7061,        131
 736,        131610,          130147,            298,     26854,        1884,         83,     540959,       130147,         689,     23960,        7072,        126
 737,        132294,          130829,            321,     26540,        1935,         84,     542431,       130829,         626,     23992,        7083,        100
 738,        132721,          131254,            295,     25840,        1944,         88,     543905,       131254,         605,     23998,        7094,        108
 739,        133146,          131677,            288,     26536,        1905,         61,     545381,       131677,         508,     24063,        7105,         93
 740,        133460,          131989,            276,     26310,        1944,         61,     546859,       131989,         557,     24096,        7116,         96
 741,        134105,          132632,            281,     26369,        1936,         61,     548339,       132632,         504,     24160,        7127,         92
 742,        134582,          133107,            277,     26829,        1916,         63,     549821,       133107,         507,     24219,        7138,         93
 743,        134717,          133240,            278,     26782,        1946,         63,     551305,       133240,         510,     24184,        7149,         93
 744,        135017,          133538,            277,     29028,        1876,         63,     552791,       133538,         511,     24257,        7160,         99
 745,        135729,          134248,            286,     26863,        1941,         63,     554279,       134248,         511,     24299,        7171,         93
 746,        136202,          134719,            293,     28049,        1940,         63,     555769,       134719,         515,     24368,        7182,         94
 747,        136767,          135282,            289,     26422,        1928,         62,     557261,       135282,         513,     24420,        7193,         93
 748,        137003,          135516,            284,     27294,        1949,         62,     558755,       135516,         516,     24402,        7204,         95
 749,        137586,          136097,            290,     27267,        1948,         64,     560251,       136097,         533,     24417,        7215,         94
 750,        137868,          136377,            291,     26762,        1920,         63,     561749,       136377,         518,     24463,        7226,         94
 751,        138227,          136734,            308,     27608,        1971,         63,     563249,       136734,         518,     24516,        7237,         96
 752,        138729,          137234,            291,     26528,        1980,         63,     564751,       137234,         524,     24552,        7248,         97
 753,        138970,          137473,            292,     26075,        1984,         62,     566255,       137473,         521,     24596,        7259,         99
 754,        139219,          137720,            292,     27540,        1913,         63,     567761,       137720,         525,     24667,        7270,         97
 755,        139388,          137887,            293,     26635,        2001,         64,     569269,       137887,         522,     24682,        7281,         95
 756,        139848,          138345,            293,     28717,        1976,         66,     570779,       138345,         526,     24749,        7292,         96
 757,        139873,          138368,            292,     29144,        1975,         65,     572291,       138368,         529,     24805,        7303,         99
 758,        140346,          138839,            294,     26482,        2021,         64,     573805,       138839,         531,     24800,        7314,         96
 759,        140771,          139262,            295,     29602,        1981,         66,     575321,       139262,         533,     24833,        7325,         95
 760,        140815,          139304,            296,     27835,        1984,         65,     576839,       139304,         536,     24884,        7336,         96
 761,        141373,          139860,            296,     27642,        1982,         64,     578359,       139860,         539,     24895,        7347,         96
 762,        141438,          139923,            296,     28769,        1971,         64,     579881,       139923,         541,     24896,        7358,         95
 763,        141482,          139965,            297,     27643,        1962,         63,     581405,       139965,         540,     24924,        7369,        109
 764,        142185,          140666,            299,     27725,        1985,         70,     582931,       140666,         547,     25000,        7380,         96
 765,        142237,          140716,            298,     27325,        2002,         64,     584459,       140716,         542,     25050,        7391,         96
 766,        142495,          140972,            299,     29513,        2003,         66,     585989,       140972,         550,     25084,        7402,         97
 767,        143171,          141646,            301,     27812,        1991,         64,     587521,       141646,         544,     25109,        7413,         95
 768,        143729,          142202,            301,     28806,        2004,         65,     589055,       142202,         548,     25137,        7424,         96
 769,        144041,          142512,            301,     28425,        2001,         64,     590591,       142512,         544,     25176,        7435,         96
 770,        144148,          142617,            302,     28084,        2004,         64,     592129,       142617,         542,     25235,        7446,         98
 771,        144712,          143179,            304,     29215,        1982,         65,     593669,       143179,         545,     25257,        7457,         98
 772,        145440,          143905,            305,     28225,        2029,         64,     595211,       143905,         547,     25336,        7468,         97
 773,        145566,          144029,            306,     27123,        2042,         66,     596755,       144029,         549,     25400,        7479,         97
 774,        145815,          144276,            303,     29953,        2013,         67,     598301,       144276,         552,     25409,        7490,         98
 775,        146505,          144964,            308,     28688,        2011,         64,     599849,       144964,         551,     25452,        7501,         98
 776,        147159,          145616,            310,     28639,        2033,         65,     601399,       145616,         551,     25506,        7512,        105
 777,        147562,          146017,            313,     28656,        2022,         65,     602951,       146017,         556,     25530,        7523,         99
 778,        147659,          146112,            309,     28399,        2031,         65,     604505,       146112,         560,     25458,        7534,        100
 779,        148264,          146715,            311,     30917,        2011,         66,     606061,       146715,         558,     25519,        7545,         98
 780,        148273,          146722,            310,     27832,        2044,         65,     607619,       146722,         564,     25586,        7556,         99
 781,        148834,          147281,            312,     29395,        2044,         65,     609179,       147281,         566,     25606,        7567,        100
 782,        149345,          147790,            313,     28656,        2067,         66,     610741,       147790,         567,     25675,        7578,        103
 783,        149852,          148295,            313,     27848,        2043,         65,     612305,       148295,         568,     25699,        7589,         99
 784,        150087,          148528,            314,     28995,        2048,         65,     613871,       148528,         569,     25760,        7600,        100
 785,        150217,          148656,            315,     28143,        2061,         65,     615439,       148656,         567,     25812,        7611,         99
 786,        150531,          148968,            315,     28424,        2053,         67,     617009,       148968,         569,     25819,        7622,        100
 787,        150709,          149144,            316,     27863,        2083,         66,     618581,       149144,         568,     25874,        7633,        100
 788,        150988,          149421,            315,     29141,        2047,         68,     620155,       149421,         571,     25936,        7644,        108
 789,        151569,          150000,            319,     28663,        2081,         68,     621731,       150000,         575,     25984,        7655,        100
 790,        151986,          150415,            320,     28947,        2064,         65,     623309,       150415,         574,     25992,        7666,        102
 791,        152618,          151045,            320,     29255,        2081,         67,     624889,       151045,         579,     26005,        7677,        103
 792,        153067,          151492,            313,     28323,        2136,         64,     626471,       151492,         520,     26069,        7688,        103
 793,        153569,          151992,            314,     30033,        2077,         66,     628055,       151992,         526,     26113,        7699,        102
 794,        153624,          152045,            314,     29236,        2114,         65,     629641,       152045,         522,     26146,        7710,        104
 795,        154121,          152540,            323,     28532,        2103,         65,     631229,       152540,         529,     26196,        7721,        103
 796,        154490,          152907,            323,     29372,        2095,         66,     632819,       152907,         540,     26196,        7732,        104
 797,        154792,          153207,            316,     29440,        2126,         66,     634411,       153207,         532,     26207,        7743,        102
 798,        155267,          153680,            317,     28986,        2123,         65,     636005,       153680,         535,     26259,        7754,        104
 799,        155820,          154231,            318,     29206,        2098,         65,     637601,       154231,         535,     26335,        7765,        104
 800,        155942,          154351,            318,     29578,        2146,         65,     639199,       154351,         534,     26400,        7776,        114
 801,        156335,          154742,            319,     30804,        2103,         67,     640799,       154742,         528,     26444,        7787,        104
 802,        156937,          155342,            324,     29134,        2113,         66,     642401,       155342,         529,     26482,        7798,        104
 803,        157381,          155784,            325,     30813,        2065,         67,     644005,       155784,         530,     26517,        7809,        104
 804,        157501,          155902,            328,     33136,        2032,         65,     645611,       155902,         533,     26442,        7820,        105
 805,        158124,          156523,            325,     28811,        2135,         65,     647219,       156523,         535,     26489,        7831,        104
 806,        158571,          156968,            325,     29663,        2106,         65,     648829,       156968,         542,     26538,        7842,        115
 807,        159160,          157555,            326,     29631,        2130,         65,     650441,       157555,         537,     26608,        7853,        104
 808,        159256,          157649,            327,     29869,        2134,         66,     652055,       157649,         540,     26691,        7864,        106
 809,        159618,          158009,            326,     30084,        2133,         66,     653671,       158009,         541,     26710,        7875,        105
 810,        159898,          158287,            329,     31281,        2100,         67,     655289,       158287,         546,     26738,        7886,        106
 811,        160124,          158511,            329,     29561,        2140,         66,     656909,       158511,         551,     26823,        7897,        106
 812,        160224,          158609,            327,     28508,        2182,         67,     658531,       158609,         544,     26806,        7908,        116
 813,        160638,          159021,            329,     34756,        2094,         69,     660155,       159021,         552,     26850,        7919,        105
 814,        161451,          159833,            330,     29796,        2130,         64,     661781,       159833,         553,     26854,        7930,        106
 815,        161695,          160075,            334,     31408,        2134,         69,     663409,       160075,         553,     26901,        7941,        106
 816,        162319,          160697,            338,     29996,        2102,         66,     665039,       160697,         555,     26973,        7952,        107
 817,        162733,          161109,            335,     31838,        2104,         67,     666671,       161109,         557,     27016,        7963,        107
 818,        163529,          161903,            337,     30375,        2147,         66,     668305,       161903,         549,     27059,        7974,        110
 819,        164099,          162471,            336,     29644,        2171,         66,     669941,       162471,         560,     27089,        7985,        106
 820,        164634,          163004,            336,     33113,        2178,         68,     671579,       163004,         557,     27104,        7996,        107
 821,        165439,          163807,            339,     30635,        2125,         66,     673219,       163807,         570,     27130,        8007,        107
 822,        165615,          163981,            338,     29891,        2161,         68,     674861,       163981,         562,     27179,        8018,        107
 823,        166109,          164473,            341,     30001,        2207,         68,     676505,       164473,         563,     27164,        8029,        106
 824,        166483,          164845,            341,     30023,        2166,         70,     678151,       164845,         566,     27266,        8040,        117
 825,        166711,          165071,            343,     30241,        2181,         69,     679799,       165071,         563,     27286,        8051,        107
 826,        167277,          165635,            348,     29687,        2231,         68,     681449,       165635,         570,     27387,        8062,        108
 827,        167671,          166027,            347,     29728,        2186,         67,     683101,       166027,         565,     27402,        8073,        109
 828,        168026,          166380,            344,     30040,        2223,         68,     684755,       166380,         573,     27381,        8084,        108
 829,        168446,          166798,            344,     31750,        2174,         69,     686411,       166798,         570,     27458,        8095,        108
 830,        169217,          167567,            346,     31425,        2200,         68,     688069,       167567,         576,     27464,        8106,        111
 831,        169353,          167701,            347,     30475,        2183,         68,     689729,       167701,         571,     27439,        8117,        107
 832,        169572,          167918,            348,     29860,        2210,         67,     691391,       167918,         579,     27532,        8128,        109
 833,        169780,          168124,            349,     32161,        2160,         69,     693055,       168124,         579,     27568,        8139,        108
 834,        170032,          168374,            349,     30257,        2215,         67,     694721,       168374,         581,     27605,        8150,        109
 835,        170610,          168950,            349,     32459,        2189,         70,     696389,       168950,         577,     27639,        8161,        115
 836,        171360,          169698,            350,     31073,        2232,         69,     698059,       169698,         582,     27682,        8172,        116
 837,        172084,          170420,            352,     30958,        2263,         70,     699731,       170420,         588,     27732,        8183,        108
 838,        172122,          170456,            351,     30594,        2245,         69,     701405,       170456,         584,     27785,        8194,        110
 839,        172522,          170854,            352,     30291,        2216,         69,     703081,       170854,         585,     27795,        8205,        109
 840,        173144,          171474,            358,     31173,        2247,         69,     704759,       171474,         586,     27849,        8216,        110
 841,        173263,          171591,            355,     32040,        2195,         71,     706439,       171591,         593,     27908,        8227,        109
 842,        173993,          172319,            355,     30494,        2272,         69,     708121,       172319,         589,     27955,        8238,        112
 843,        174545,          172869,            356,     31611,        2286,         71,     709805,       172869,         603,     28002,        8249,        110
 844,        174928,          173250,            359,     31520,        2263,         70,     711491,       173250,         593,     28042,        8260,        112
 845,        174958,          173278,            359,     32240,        2214,         72,     713179,       173278,         602,     28103,        8271,        111
 846,        175002,          173320,            364,     30319,        2226,         69,     714869,       173320,         600,     28074,        8282,        111
 847,        175726,          174042,            370,     31252,        2240,         71,     716561,       174042,         593,     28057,        8293,        115
 848,        175779,          174093,            359,     30797,        2236,         70,     718255,       174093,         601,     28155,        8304,        112
 849,        176111,          174423,            365,     31094,        2269,         70,     719951,       174423,         616,     28198,        8315,        112
 850,        176521,          174831,            361,     31884,        2250,         70,     721649,       174831,         608,     28221,        8326,        111
 851,        177276,          175584,            363,     31881,        2228,         71,     723349,       175584,         601,     28293,        8337,        110
 852,        177364,          175670,            364,     32143,        2249,         72,     725051,       175670,         600,     28252,        8348,        113
 853,        177407,          175711,            364,     30778,        2283,         71,     726755,       175711,         614,     28314,        8359,        117
 854,        177791,          176093,            363,     31942,        2299,         71,     728461,       176093,         604,     28378,        8370,        112
 855,        178195,          176495,            365,     31131,        2277,         70,     730169,       176495,         610,     28431,        8381,        112
 856,        178696,          176994,            365,     32321,        2275,         72,     731879,       176994,         610,     28399,        8392,        113
 857,        179495,          177791,            368,     31896,        2274,         71,     733591,       177791,         612,     28429,        8403,        113
 858,        179758,          178052,            369,     32360,        2269,         72,     735305,       178052,         608,     28477,        8414,        113
 859,        179828,          178120,            367,     31064,        2305,         71,     737021,       178120,         611,     28537,        8425,        123
 860,        180354,          178644,            370,     31809,        2310,         71,     738739,       178644,         619,     28587,        8436,        112
 861,        180953,          179241,            370,     31460,        2278,         71,     740459,       179241,         615,     28591,        8447,        112
 862,        181563,          179849,            372,     31550,        2297,         71,     742181,       179849,         622,     28634,        8458,        113
 863,        181796,          180080,            376,     32335,        2278,         71,     743905,       180080,         619,     28688,        8469,        112
 864,        182136,          180418,            371,     32965,        2291,         72,     745631,       180418,         625,     28775,        8480,        114
 865,        182277,          180557,            374,     31987,        2312,         71,     747359,       180557,         627,     28809,        8491,        113
 866,        182548,          180826,            382,     32415,        2273,         70,     749089,       180826,         629,     28824,        8502,        113
 867,        183267,          181543,            382,     31408,        2328,         72,     750821,       181543,         627,     28918,        8513,        114
 868,        183722,          181996,            376,     32538,        2288,         72,     752555,       181996,         629,     28903,        8524,        114
 869,        183888,          182160,            375,     32498,        2286,         72,     754291,       182160,         626,     28963,        8535,        113
 870,        183971,          182241,            377,     31568,        2373,         71,     756029,       182241,         631,     28990,        8546,        119
 871,        184460,          182728,            379,     31225,        2339,         73,     757769,       182728,         634,     29026,        8557,        114
 872,        184930,          183196,            380,     32423,        2339,         73,     759511,       183196,         633,     29053,        8568,        114
 873,        185366,          183630,            378,     35442,        2282,         76,     761255,       183630,         638,     29076,        8579,        113
 874,        185777,          184039,            379,     34022,        2278,         74,     763001,       184039,         632,     29126,        8590,        114
 875,        186643,          184903,            385,     32053,        2336,         73,     764749,       184903,         633,     29169,        8601,        114
 876,        187210,          185468,            385,     32856,        2332,         73,     766499,       185468,         642,     29176,        8612,        118
 877,        187472,          185728,            384,     33662,        2283,         73,     768251,       185728,         639,     29251,        8623,        115
 878,        188247,          186501,            385,     32929,        2327,         72,     770005,       186501,         640,     29284,        8634,        114
 879,        188684,          186936,            396,     32317,        2377,         73,     771761,       186936,         640,     29311,        8645,        116
 880,        189303,          187553,            401,     32982,        2332,         74,     773519,       187553,         641,     29340,        8656,        118
 881,        189737,          187985,            387,     32852,        2361,         73,     775279,       187985,         650,     29392,        8667,        119
 882,        190150,          188396,            388,     33012,        2348,         74,     777041,       188396,         653,     29461,        8678,        115
 883,        191004,          189248,            392,     33130,        2334,         73,     778805,       189248,         650,     29499,        8689,        115
 884,        191802,          190044,            401,     33260,        2348,         73,     780571,       190044,         651,     29463,        8700,        117
 885,        191943,          190183,            392,     32959,        2376,         74,     782339,       190183,         651,     29536,        8711,        115
 886,        192577,          190815,            394,     34685,        2352,         76,     784109,       190815,         662,     29546,        8722,        116
 887,        192761,          190997,            398,     34144,        2347,         74,     785881,       190997,         652,     29565,        8733,        119
 888,        193122,          191356,            406,     33346,        2372,         74,     787655,       191356,         655,     29610,        8744,        118
 889,        193419,          191651,            396,     32844,        2357,         75,     789431,       191651,         655,     29634,        8755,        117
 890,        193840,          192070,            396,     32947,        2393,         74,     791209,       192070,         657,     29713,        8766,        117
 891,        194288,          192516,            397,     33463,        2430,         76,     792989,       192516,         656,     29709,        8777,        120
 892,        194391,          192617,            397,     35451,        2308,         76,     794771,       192617,         672,     29779,        8788,        118
 893,        194444,          192668,            398,     35519,        2383,         74,     796555,       192668,         668,     29855,        8799,        116
 894,        194478,          192700,            398,     33295,        2378,         74,     798341,       192700,         661,     29858,        8810,        117
 895,        194572,          192792,            399,     34992,        2324,         73,     800129,       192792,         671,     29878,        8821,        117
 896,        195436,          193654,            400,     32737,        2378,         74,     801919,       193654,         668,     29955,        8832,        118
 897,        196137,          194353,            401,     33217,        2401,         75,     803711,       194353,         671,     29994,        8843,        117
 898,        196939,          195153,            403,     33539,        2446,         76,     805505,       195153,         672,     30026,        8854,        120
 899,        197402,          195614,            404,     34299,        2418,         76,     807301,       195614,         676,     30074,        8865,        117
 900,        197442,          195652,            404,     34289,        2411,         77,     809099,       195652,         676,     30090,        8876,        118
 901,        197972,          196180,            406,     33454,        2391,         77,     810899,       196180,         670,     30120,        8887,        117
 902,        198356,          196562,            406,     34200,        2385,         76,     812701,       196562,         679,     30165,        8898,        119
 903,        198449,          196653,            404,     34476,        2402,         74,     814505,       196653,         675,     30229,        8909,        125
 904,        199194,          197396,            410,     35920,        2369,         78,     816311,       197396,         681,     30230,        8920,        131
 905,        200054,          198254,            482,     32751,        2454,        108,     818119,       198254,         963,     30253,        8931,        159
 906,        200533,          198731,            513,     34278,        2374,        104,     819929,       198731,         944,     30303,        8942,        201
 907,        201182,          199378,            437,     33656,        2415,         74,     821741,       199378,         690,     30348,        8953,        121
 908,        201343,          199537,            422,     32860,        2474,         76,     823555,       199537,         683,     30405,        8964,        119
 909,        201707,          199899,            422,     33910,        2460,         76,     825371,       199899,         693,     30438,        8975,        126
 910,        202398,          200588,            420,     33751,        2461,         74,     827189,       200588,         690,     30476,        8986,        120
 911,        202675,          200863,            415,     33245,        2431,         75,     829009,       200863,         687,     30571,        8997,        120
 912,        202903,          201089,            414,     35079,        2432,         78,     830831,       201089,         696,     30538,        9008,        120
 913,        203599,          201783,            418,     34448,        2454,         77,     832655,       201783,         687,     30588,        9019,        120
 914,        204391,          202573,            419,     34734,        2433,         76,     834481,       202573,         690,     30626,        9030,        131
 915,        205203,          203383,            419,     35975,        2434,         76,     836309,       203383,         701,     30673,        9041,        120
 916,        205721,          203899,            427,     33781,        2466,         77,     838139,       203899,         696,     30691,        9052,        121
 917,        206009,          204185,            420,     34836,        2474,         77,     839971,       204185,         704,     30724,        9063,        120
 918,        206531,          204705,            423,     35505,        2429,         78,     841805,       204705,         701,     30754,        9074,        121
 919,        206867,          205039,            425,     33965,        2493,         77,     843641,       205039,         705,     30827,        9085,        121
 920,        207323,          205493,            424,     34981,        2413,         77,     845479,       205493,         711,     30861,        9096,        122
 921,        207381,          205549,            424,     34692,        2448,         76,     847319,       205549,         708,     30924,        9107,        121
 922,        207442,          205608,            426,     34059,        2455,         76,     849161,       205608,         706,     30980,        9118,        122
 923,        208028,          206192,            426,     34474,        2489,         76,     851005,       206192,         705,     31000,        9129,        122
 924,        208453,          206615,            428,     35288,        2497,         77,     852851,       206615,         714,     30971,        9140,        125
 925,        209305,          207465,            428,     33472,        2511,         77,     854699,       207465,         709,     31026,        9151,        133
 926,        209737,          207895,            429,     35433,        2428,         77,     856549,       207895,         717,     31085,        9162,        123
 927,        210606,          208762,            431,     34414,        2531,         80,     858401,       208762,         717,     31117,        9173,        154
 928,        210645,          208799,            489,     36185,        2464,         81,     860255,       208799,         713,     31141,        9184,        126
 929,        210663,          208815,            436,     34696,        2502,         78,     862111,       208815,         719,     31178,        9195,        124
 930,        211082,          209232,            434,     33254,        2543,         82,     863969,       209232,         828,     31220,        9206,        180
 931,        211384,          209532,            497,     37393,        2523,        112,     865829,       209532,         923,     31284,        9217,        128
 932,        211995,          210141,            610,     34875,        2474,        127,     867691,       210141,         950,     31277,        9228,        130
 933,        212032,          210176,            433,     35188,        2529,         79,     869555,       210176,         732,     31334,        9239,        125
 934,        212559,          210701,            436,     35231,        2512,         78,     871421,       210701,         725,     31357,        9250,        131
 935,        213220,          211360,            446,     35243,        2506,         78,     873289,       211360,         757,     31418,        9261,        126
 936,        214072,          212210,            440,     35030,        2567,         78,     875159,       212210,         723,     31458,        9272,        125
 937,        214708,          212844,            440,     37185,        2478,         81,     877031,       212844,         731,     31511,        9283,        123
 938,        215565,          213699,            441,     36286,        2504,         79,     878905,       213699,         744,     31510,        9294,        124
 939,        216392,          214524,            442,     35462,        2525,         79,     880781,       214524,         733,     31533,        9305,        124
 940,        216426,          214556,            453,     35240,        2509,         77,     882659,       214556,         732,     31610,        9316,        125
 941,        216637,          214765,            448,     37572,        2501,         81,     884539,       214765,         738,     31672,        9327,        130
 942,        216783,          214909,            443,     35532,        2500,         80,     886421,       214909,         741,     31680,        9338,        124
 943,        217155,          215279,            444,     36674,        2549,         92,     888305,       215279,         788,     31724,        9349,        129
 944,        218098,          216220,            446,     35361,        2524,         79,     890191,       216220,         741,     31800,        9360,        126
 945,        218348,          216468,            445,     38623,        2474,         82,     892079,       216468,         744,     31828,        9371,        125
 946,        219191,          217309,            450,     35156,        2548,         79,     893969,       217309,         735,     31875,        9382,        137
 947,        219523,          217639,            449,     33925,        2552,         78,     895861,       217639,         744,     31908,        9393,        125
 948,        219827,          217941,            452,     37034,        2499,         78,     897755,       217941,         745,     31861,        9404,        125
 949,        219910,          218022,            448,     35847,        2550,         77,     899651,       218022,         754,     31915,        9415,        126
 950,        220275,          218385,            452,     35705,        2585,         77,     901549,       218385,         739,     31989,        9426,        126
 951,        220746,          218854,            450,     36395,        2563,         80,     903449,       218854,         779,     32020,        9437,        129
 952,        220999,          219105,            453,     34957,        2608,         80,     905351,       219105,         744,     32047,        9448,        128
 953,        221538,          219642,            452,     35817,        2567,         81,     907255,       219642,         749,     32094,        9459,        126
 954,        222132,          220234,            454,     37567,        2573,         82,     909161,       220234,         750,     32155,        9470,        126
 955,        222520,          220620,            456,     36013,        2591,         79,     911069,       220620,         754,     32196,        9481,        127
 956,        223049,          221147,            455,     35425,        2575,         80,     912979,       221147,         761,     32253,        9492,        127
